Date,Gender,GameID,Team1,Team2,SchoolClass,SchoolRegion,SchoolDivision,OppDiv,GameNum,Rank,RecordText,GamesPlayed,GamesScheduled,PI,TI,Result,Winner,Loser,WinPoints,OppPreliminaryIndex,WinFlag,LossFlag,TieFlag,HomeTeam,AwayTeam,HomeScore,AwayScore,ScrapedAt
2025-12-13,Girls,14121,Carrabec,Wiscasset HS,D,South,South-D,South-D,3,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,Wiscasset HS,34.0,3.666666,X,,,Wiscasset HS,Carrabec,9.0,76.0,2026-02-08T20:16:07Z
2025-12-17,Girls,14123,Carrabec,Rangeley Lakes Regional,D,South,South-D,South-S,4,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,Rangeley Lakes Regional,32.0,3.764705,X,,,Carrabec,Rangeley Lakes Regional,64.0,16.0,2026-02-08T20:16:07Z
2025-12-17,Boys,14125,Carrabec,Rangeley Lakes Regional,D,South,South-D,South-S,4,4,11-7-0 (0.611),18,18,20.222222,71.7174977777,win,Carrabec,Rangeley Lakes Regional,32.0,5.647058,X,,,Carrabec,Rangeley Lakes Regional,64.0,24.0,2026-02-08T20:16:07Z
2026-01-02,Girls,14127,Carrabec,North Yarmouth Academy,D,South,South-D,South-D,7,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,North Yarmouth Academy,34.0,9.777777,X,,,Carrabec,North Yarmouth Academy,51.0,21.0,2026-02-08T20:16:07Z
2026-01-05,Girls,14129,Carrabec,Temple Academy,D,South,South-D,South-S,8,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,Temple Academy,32.0,19.777777,X,,,Temple Academy,Carrabec,16.0,49.0,2026-02-08T20:16:07Z
2026-01-05,Boys,14131,Carrabec,Temple Academy,D,South,South-D,South-S,8,4,11-7-0 (0.611),18,18,20.222222,71.7174977777,win,Carrabec,Temple Academy,32.0,8.888888,X,,,Temple Academy,Carrabec,30.0,32.0,2026-02-08T20:16:07Z
2026-01-19,Boys,14134,Madison Area Memorial Senior,Carrabec,D,South,South-D,South-D,12,3,12-6-0 (0.667),18,18,23.444444,91.5432066666,win,Madison Area Memorial Senior,Carrabec,34.0,20.222222,X,,,Carrabec,Madison Area Memorial Senior,30.0,65.0,2026-02-08T20:16:07Z
2026-01-16,Boys,14137,Carrabec,Richmond HS,D,South,South-D,South-D,12,4,11-7-0 (0.611),18,18,20.222222,71.7174977777,win,Carrabec,Richmond HS,34.0,3.666666,X,,,Richmond HS,Carrabec,54.0,57.0,2026-02-08T20:16:07Z
2026-01-16,Girls,14139,Carrabec,Richmond HS,D,South,South-D,South-D,13,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,Richmond HS,34.0,3.777777,X,,,Richmond HS,Carrabec,16.0,58.0,2026-02-08T20:16:07Z
2026-01-21,Girls,14141,Carrabec,Greenville,D,South,South-D,South-S,14,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,Greenville,32.0,7.222222,X,,,Carrabec,Greenville,67.0,17.0,2026-02-08T20:16:07Z
2026-01-21,Boys,14143,Carrabec,Greenville,D,South,South-D,South-S,14,4,11-7-0 (0.611),18,18,20.222222,71.7174977777,win,Carrabec,Greenville,32.0,3.555555,X,,,Carrabec,Greenville,60.0,18.0,2026-02-08T20:16:07Z
2026-01-12,Boys,14145,Carrabec,Wiscasset HS,D,South,South-D,South-D,10,4,11-7-0 (0.611),18,18,20.222222,71.7174977777,win,Carrabec,Wiscasset HS,34.0,23.777777,X,,,Carrabec,Wiscasset HS,49.0,43.0,2026-02-08T20:16:07Z
2026-01-12,Girls,14147,Carrabec,Wiscasset HS,D,South,South-D,South-D,11,3,15-3-0 (0.833),18,18,27.777777,87.4618683333,win,Carrabec,Wiscasset HS,34.0,3.666666,X,,,Carrabec,Wiscasset HS,86.0,7.0,2026-02-08T20:16:07Z
2025-12-09,Boys,14173,Bonny Eagle,Deering,A,South,South-A,South-A,2,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Deering,40.0,6.555555,X,,,Bonny Eagle,Deering,66.0,50.0,2026-02-08T20:16:07Z
2025-12-19,Boys,14175,Bonny Eagle,Noble,A,South,South-A,South-A,4,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Noble,40.0,10.888888,X,,,Bonny Eagle,Noble,86.0,47.0,2026-02-08T20:16:07Z
2025-12-22,Boys,14177,Bonny Eagle,Biddeford,A,South,South-A,South-A,5,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Biddeford,40.0,6.555555,X,,,Bonny Eagle,Biddeford,64.0,57.0,2026-02-08T20:16:07Z
2026-01-08,Boys,14179,Bonny Eagle,Cheverus,A,South,South-A,South-A,8,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Cheverus,40.0,22.222222,X,,,Bonny Eagle,Cheverus,72.0,47.0,2026-02-08T20:16:07Z
2026-01-13,Boys,14181,Bonny Eagle,Gorham,A,South,South-A,South-A,10,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Gorham,40.0,13.222222,X,,,Bonny Eagle,Gorham,68.0,40.0,2026-02-08T20:16:07Z
2026-01-23,Boys,14183,Scarborough,Bonny Eagle,A,South,South-A,South-A,14,8,11-7-0 (0.611),18,18,24.333333,83.3333311111,win,Scarborough,Bonny Eagle,40.0,22.111111,X,,,Bonny Eagle,Scarborough,53.0,66.0,2026-02-08T20:16:07Z
2026-01-27,Boys,14185,Bonny Eagle,Windham,A,South,South-A,South-A,15,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Windham,40.0,35.444444,X,,,Bonny Eagle,Windham,83.0,75.0,2026-02-08T20:16:07Z
2026-01-30,Boys,14188,Bonny Eagle,Massabesic,A,South,South-A,South-A,16,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Massabesic,40.0,2.111111,X,,,Bonny Eagle,Massabesic,75.0,32.0,2026-02-08T20:16:07Z
2026-02-05,Boys,14190,Falmouth,Bonny Eagle,A,South,South-A,South-A,18,11,7-11-0 (0.389),18,18,15.444444,41.5432083333,win,Falmouth,Bonny Eagle,40.0,22.111111,X,,,Bonny Eagle,Falmouth,47.0,50.0,2026-02-08T20:16:07Z
2025-12-05,Girls,14196,Bonny Eagle,Falmouth,A,South,South-A,South-A,1,12,5-13-0 (0.278),18,18,11.111111,13.4567888888,win,Bonny Eagle,Falmouth,40.0,1.0,X,,,Bonny Eagle,Falmouth,46.0,25.0,2026-02-08T20:16:07Z
2025-12-17,Girls,14198,South Portland,Bonny Eagle,A,South,South-A,South-A,3,3,16-2-0 (0.889),18,18,35.444444,155.9259216666,win,South Portland,Bonny Eagle,40.0,11.111111,X,,,Bonny Eagle,South Portland,24.0,76.0,2026-02-08T20:16:07Z
2025-12-30,Girls,14200,Westbrook,Bonny Eagle,A,South,South-A,South-A,6,6,11-7-0 (0.611),18,18,24.444444,67.7160472222,win,Westbrook,Bonny Eagle,40.0,11.111111,X,,,Bonny Eagle,Westbrook,29.0,47.0,2026-02-08T20:16:07Z
2026-01-15,Girls,14202,Marshwood,Bonny Eagle,B,South,South-B,South-A,11,5,13-5-0 (0.722),18,18,28.888888,88.2098738888,win,Marshwood,Bonny Eagle,40.0,11.111111,X,,,Bonny Eagle,Marshwood,28.0,57.0,2026-02-08T20:16:07Z
2026-01-17,Girls,14204,Thornton Academy,Bonny Eagle,A,South,South-A,South-A,14,7,10-8-0 (0.556),18,18,22.222222,67.22222,win,Thornton Academy,Bonny Eagle,40.0,11.111111,X,,,Bonny Eagle,Thornton Academy,14.0,47.0,2026-02-08T20:16:07Z
2026-01-23,Girls,14206,Scarborough,Bonny Eagle,A,South,South-A,South-A,14,9,7-11-0 (0.389),18,18,15.555555,32.6543194444,win,Scarborough,Bonny Eagle,40.0,11.111111,X,,,Bonny Eagle,Scarborough,39.0,50.0,2026-02-08T20:16:07Z
2026-02-03,Girls,14208,Bonny Eagle,Portland,A,South,South-A,South-A,17,12,5-13-0 (0.278),18,18,11.111111,13.4567888888,win,Bonny Eagle,Portland,40.0,8.888888,X,,,Bonny Eagle,Portland,42.0,36.0,2026-02-08T20:16:07Z
2025-12-27,Girls,14233,Oceanside,Lawrence,B,South,South-B,North-B,7,2,17-1-0 (0.944),18,18,35.777777,164.2592561111,win,Oceanside,Lawrence,38.0,27.777777,X,,,Oceanside,Lawrence,68.0,61.0,2026-02-08T20:16:07Z
2025-12-13,Boys,14243,Leavitt Area,Oceanside,B,South,South-B,South-B,4,5,11-7-0 (0.611),18,18,23.0,99.9999972222,win,Leavitt Area,Oceanside,38.0,18.777777,X,,,Oceanside,Leavitt Area,42.0,60.0,2026-02-08T20:16:07Z
2025-12-16,Boys,14270,Oceanside,Lincoln Academy,B,South,South-B,South-B,5,7,9-9-0 (0.500),18,18,18.777777,64.6296272222,win,Oceanside,Lincoln Academy,38.0,10.555555,X,,,Oceanside,Lincoln Academy,57.0,44.0,2026-02-08T20:16:07Z
2026-01-03,Girls,14278,Oceanside,Camden Hills Regional,B,South,South-B,North-A,8,2,17-1-0 (0.944),18,18,35.777777,164.2592561111,win,Oceanside,Camden Hills Regional,40.0,33.111111,X,,,Oceanside,Camden Hills Regional,64.0,30.0,2026-02-08T20:16:07Z
2025-12-11,Girls,14284,Oceanside,Cony HS,B,South,South-B,North-B,3,2,17-1-0 (0.944),18,18,35.777777,164.2592561111,win,Oceanside,Cony HS,38.0,21.111111,X,,,Oceanside,Cony HS,71.0,49.0,2026-02-08T20:16:07Z
2026-01-27,Girls,14288,Sanford,Massabesic,A,South,South-A,South-A,15,2,16-2-0 (0.889),18,18,35.444444,161.5432061111,win,Sanford,Massabesic,40.0,11.111111,X,,,Massabesic,Sanford,28.0,55.0,2026-02-08T20:16:07Z
2026-01-27,Boys,14300,Sanford,Massabesic,A,South,South-A,South-A,15,2,17-1-0 (0.944),18,18,37.666666,163.0864155555,win,Sanford,Massabesic,40.0,2.111111,X,,,Sanford,Massabesic,104.0,30.0,2026-02-08T20:16:07Z
2025-12-05,Boys,14346,Marshwood,Massabesic,B,South,South-B,South-A,1,14,1-17-0 (0.056),18,18,2.222222,1.1728394444,win,Marshwood,Massabesic,40.0,2.111111,X,,,Marshwood,Massabesic,56.0,51.0,2026-02-08T20:16:07Z
2025-12-12,Boys,14348,Windham,Marshwood,A,South,South-A,South-B,3,1,16-2-0 (0.889),18,18,35.444444,174.4444411111,win,Windham,Marshwood,38.0,2.222222,X,,,Marshwood,Windham,42.0,78.0,2026-02-08T20:16:07Z
2025-12-22,Boys,14350,Thornton Academy,Marshwood,A,South,South-A,South-B,6,4,12-6-0 (0.667),18,18,26.555555,94.2592566666,win,Thornton Academy,Marshwood,38.0,2.222222,X,,,Marshwood,Thornton Academy,37.0,57.0,2026-02-08T20:16:07Z
2026-01-06,Boys,14352,Portland,Marshwood,A,South,South-A,South-B,8,6,12-6-0 (0.667),18,18,26.555555,89.3827133333,win,Portland,Marshwood,38.0,2.222222,X,,,Marshwood,Portland,26.0,76.0,2026-02-08T20:16:07Z
2026-01-10,Boys,14354,Westbrook,Marshwood,A,South,South-A,South-B,10,7,13-5-0 (0.722),18,18,28.666666,84.4444416666,win,Westbrook,Marshwood,38.0,2.222222,X,,,Marshwood,Westbrook,28.0,58.0,2026-02-08T20:16:07Z
2026-01-13,Boys,14356,Noble,Marshwood,A,South,South-A,South-B,12,14,5-13-0 (0.278),18,18,10.888888,8.4567894444,win,Noble,Marshwood,38.0,2.222222,X,,,Marshwood,Noble,43.0,46.0,2026-02-08T20:16:07Z
2026-01-15,Boys,14358,Bonny Eagle,Marshwood,A,South,South-A,South-B,11,10,10-8-0 (0.556),18,18,22.111111,67.3456766666,win,Bonny Eagle,Marshwood,38.0,2.222222,X,,,Marshwood,Bonny Eagle,29.0,48.0,2026-02-08T20:16:07Z
2026-01-27,Boys,14360,Scarborough,Marshwood,A,South,South-A,South-B,15,8,11-7-0 (0.611),18,18,24.333333,83.3333311111,win,Scarborough,Marshwood,38.0,2.222222,X,,,Marshwood,Scarborough,36.0,68.0,2026-02-08T20:16:07Z
2026-02-03,Boys,14362,Gorham,Marshwood,A,South,South-A,South-B,17,12,6-12-0 (0.333),18,18,13.222222,24.3209861111,win,Gorham,Marshwood,38.0,2.222222,X,,,Marshwood,Gorham,51.0,64.0,2026-02-08T20:16:07Z
2025-12-05,Girls,14380,Valley HS,Rangeley Lakes Regional,S,South,South-S,South-S,1,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Rangeley Lakes Regional,32.0,3.764705,X,,,Valley HS,Rangeley Lakes Regional,82.0,16.0,2026-02-08T20:16:07Z
2025-12-09,Girls,14382,Valley HS,Pine Tree Academy,S,South,South-S,South-S,2,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Pine Tree Academy,32.0,14.555555,X,,,Pine Tree Academy,Valley HS,31.0,76.0,2026-02-08T20:16:07Z
2025-12-13,Girls,14385,Valley HS,Vinalhaven,S,South,South-S,South-S,4,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Vinalhaven,32.0,27.0,X,,,Valley HS,Vinalhaven,72.0,18.0,2026-02-08T20:16:07Z
2025-12-16,Girls,14387,Valley HS,Forest Hills Consolidated,S,South,South-S,South-S,5,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Forest Hills Consolidated,32.0,25.0,X,,,Valley HS,Forest Hills Consolidated,89.0,36.0,2026-02-08T20:16:07Z
2025-12-18,Girls,14390,Valley HS,Greenville,S,South,South-S,South-S,6,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Greenville,32.0,7.222222,X,,,Valley HS,Greenville,78.0,12.0,2026-02-08T20:16:07Z
2025-12-19,Girls,14392,Valley HS,Dirigo,S,South,South-S,South-C,7,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Dirigo,36.0,17.444444,X,,,Valley HS,Dirigo,81.0,42.0,2026-02-08T20:16:07Z
2026-01-16,Girls,14395,Valley HS,Hall-Dale HS,S,South,South-S,South-C,13,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Hall-Dale HS,36.0,9.777777,X,,,Hall-Dale HS,Valley HS,25.0,80.0,2026-02-08T20:16:07Z
2026-01-28,Girls,14397,Valley HS,Old Orchard Beach,S,South,South-S,South-D,16,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Old Orchard Beach,34.0,23.444444,X,,,Old Orchard Beach,Valley HS,22.0,61.0,2026-02-08T20:16:07Z
2025-12-31,Girls,14399,Valley HS,Monmouth Academy,S,South,South-S,South-D,8,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Monmouth Academy,34.0,19.333333,X,,,Monmouth Academy,Valley HS,29.0,50.0,2026-02-08T20:16:07Z
2026-01-02,Girls,14401,Bangor Christian,Valley HS,D,North,North-D,South-S,9,1,18-0-0 (1.000),18,18,33.444444,187.6543177777,win,Bangor Christian,Valley HS,32.0,31.444444,X,,,Valley HS,Bangor Christian,73.0,76.0,2026-02-08T20:16:07Z
2026-01-06,Girls,14403,Valley HS,Forest Hills Consolidated,S,South,South-S,South-S,10,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Forest Hills Consolidated,32.0,25.0,X,,,Forest Hills Consolidated,Valley HS,21.0,73.0,2026-02-08T20:16:07Z
2026-01-09,Girls,14406,Valley HS,North Haven Community,S,South,South-S,South-S,11,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,North Haven Community,32.0,16.25,X,,,North Haven Community,Valley HS,31.0,80.0,2026-02-08T20:16:07Z
2026-01-14,Girls,14408,Valley HS,Greenville,S,South,South-S,South-S,12,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Greenville,32.0,7.222222,X,,,Greenville,Valley HS,20.0,76.0,2026-02-08T20:16:07Z
2026-01-21,Girls,14410,Valley HS,Richmond HS,S,South,South-S,South-D,14,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Richmond HS,34.0,3.777777,X,,,Richmond HS,Valley HS,20.0,72.0,2026-02-08T20:16:07Z
2026-01-23,Girls,14412,Valley HS,Hall-Dale HS,S,South,South-S,South-C,15,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Hall-Dale HS,36.0,9.777777,X,,,Valley HS,Hall-Dale HS,75.0,34.0,2026-02-08T20:16:07Z
2026-01-30,Girls,14414,Valley HS,Carrabec,S,South,South-S,South-D,17,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Carrabec,34.0,27.777777,X,,,Valley HS,Carrabec,72.0,42.0,2026-02-08T20:16:07Z
2026-02-03,Girls,14416,Valley HS,Pine Tree Academy,S,South,South-S,South-S,18,1,17-1-0 (0.944),18,18,31.444444,155.4402644444,win,Valley HS,Pine Tree Academy,32.0,14.555555,X,,,Valley HS,Pine Tree Academy,70.0,28.0,2026-02-08T20:16:07Z
2025-12-08,Boys,14469,Mount Blue,Lewiston,A,North,North-A,North-A,2,6,10-8-0 (0.556),18,18,22.222222,65.6790094444,win,Mount Blue,Lewiston,40.0,22.0,X,,,Mount Blue,Lewiston,47.0,40.0,2026-02-08T20:16:07Z
2025-12-12,Boys,14479,Edward Little,Mount Blue,A,North,North-A,North-A,3,2,14-4-0 (0.778),18,18,31.111111,131.9135766666,win,Edward Little,Mount Blue,40.0,22.222222,X,,,Mount Blue,Edward Little,46.0,53.0,2026-02-08T20:16:07Z
2026-01-10,Boys,14481,Mount Blue,Messalonskee,A,North,North-A,North-A,10,6,10-8-0 (0.556),18,18,22.222222,65.6790094444,win,Mount Blue,Messalonskee,40.0,10.888888,X,,,Mount Blue,Messalonskee,60.0,26.0,2026-02-08T20:16:07Z
2026-01-16,Boys,14483,Hampden Academy,Mount Blue,A,North,North-A,North-A,12,7,9-9-0 (0.500),18,18,19.777777,60.8641955555,win,Hampden Academy,Mount Blue,40.0,22.222222,X,,,Mount Blue,Hampden Academy,44.0,58.0,2026-02-08T20:16:07Z
2026-01-20,Boys,14485,Mount Blue,Skowhegan Area,A,North,North-A,North-A,13,6,10-8-0 (0.556),18,18,22.222222,65.6790094444,win,Mount Blue,Skowhegan Area,40.0,17.555555,X,,,Mount Blue,Skowhegan Area,54.0,40.0,2026-02-08T20:16:07Z
2025-12-05,Boys,14543,Forest Hills Consolidated,Vinalhaven,S,South,South-S,South-S,1,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Vinalhaven,32.0,10.0,X,,,Forest Hills Consolidated,Vinalhaven,65.0,54.0,2026-02-08T20:16:07Z
2025-12-06,Boys,14545,Forest Hills Consolidated,Vinalhaven,S,South,South-S,South-S,2,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Vinalhaven,32.0,10.0,X,,,Vinalhaven,Forest Hills Consolidated,44.0,46.0,2026-02-08T20:16:07Z
2025-12-09,Boys,14547,Forest Hills Consolidated,Temple Academy,S,South,South-S,South-S,3,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Temple Academy,32.0,8.888888,X,,,Temple Academy,Forest Hills Consolidated,27.0,55.0,2026-02-08T20:16:07Z
2025-12-11,Boys,14549,Forest Hills Consolidated,Islesboro Central,S,South,South-S,South-S,4,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Islesboro Central,32.0,16.0,X,,,Forest Hills Consolidated,Islesboro Central,62.0,56.0,2026-02-08T20:16:07Z
2026-01-09,Boys,14553,Forest Hills Consolidated,Rangeley Lakes Regional,S,South,South-S,South-S,11,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Rangeley Lakes Regional,32.0,5.647058,X,,,Rangeley Lakes Regional,Forest Hills Consolidated,60.0,81.0,2026-02-08T20:16:07Z
2025-12-27,Boys,14555,Forest Hills Consolidated,Rangeley Lakes Regional,S,South,South-S,South-S,7,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Rangeley Lakes Regional,32.0,5.647058,X,,,Forest Hills Consolidated,Rangeley Lakes Regional,76.0,45.0,2026-02-08T20:16:07Z
2025-12-30,Boys,14557,Forest Hills Consolidated,Greenville,S,South,South-S,South-S,8,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Greenville,32.0,3.555555,X,,,Forest Hills Consolidated,Greenville,78.0,40.0,2026-02-08T20:16:07Z
2026-01-12,Boys,14559,Forest Hills Consolidated,Greenville,S,South,South-S,South-S,12,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Greenville,32.0,3.555555,X,,,Greenville,Forest Hills Consolidated,28.0,56.0,2026-02-08T20:16:07Z
2026-01-15,Boys,14561,Pine Tree Academy,Forest Hills Consolidated,S,South,South-S,South-S,12,2,12-4-0 (0.750),16,16,24.5,81.0865975,win,Pine Tree Academy,Forest Hills Consolidated,32.0,21.333333,X,,,Pine Tree Academy,Forest Hills Consolidated,78.0,65.0,2026-02-08T20:16:07Z
2026-01-22,Boys,14563,Carrabec,Forest Hills Consolidated,D,South,South-D,South-S,15,4,11-7-0 (0.611),18,18,20.222222,71.7174977777,win,Carrabec,Forest Hills Consolidated,32.0,21.333333,X,,,Forest Hills Consolidated,Carrabec,51.0,56.0,2026-02-08T20:16:07Z
2026-01-30,Boys,14565,Forest Hills Consolidated,Islesboro Central,S,South,South-S,South-S,17,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Islesboro Central,32.0,16.0,X,,,Islesboro Central,Forest Hills Consolidated,42.0,50.0,2026-02-08T20:16:07Z
2026-01-29,Boys,14568,Forest Hills Consolidated,Temple Academy,S,South,South-S,South-S,16,3,12-6-0 (0.667),18,18,21.333333,57.6833666666,win,Forest Hills Consolidated,Temple Academy,32.0,8.888888,X,,,Forest Hills Consolidated,Temple Academy,66.0,44.0,2026-02-08T20:16:07Z
2025-12-05,Girls,14617,Forest Hills Consolidated,Vinalhaven,S,South,South-S,South-S,1,2,14-4-0 (0.778),18,18,25.0,93.5348555555,win,Forest Hills Consolidated,Vinalhaven,32.0,27.0,X,,,Forest Hills Consolidated,Vinalhaven,49.0,41.0,2026-02-08T20:16:07Z
2025-12-06,Girls,14619,Forest Hills Consolidated,Vinalhaven,S,South,South-S,South-S,2,2,14-4-0 (0.778),18,18,25.0,93.5348555555,win,Forest Hills Consolidated,Vinalhaven,32.0,27.0,X,,,Vinalhaven,Forest Hills Consolidated,25.0,31.0,2026-02-08T20:16:07Z
2025-12-05,Boys,14683,Piscataquis Community,Greenville,D,North,North-D,South-S,1,12,8-10-0 (0.444),18,18,15.111111,44.3827133333,win,Piscataquis Community,Greenville,32.0,3.555555,X,,,Piscataquis Community,Greenville,76.0,29.0,2026-02-08T20:16:07Z
2025-12-22,Boys,14685,Wiscasset HS,Greenville,D,South,South-D,South-S,5,5,13-5-0 (0.722),18,18,23.777777,69.1357994444,win,Wiscasset HS,Greenville,32.0,3.555555,X,,,Greenville,Wiscasset HS,27.0,84.0,2026-02-08T20:16:07Z
2026-01-06,Boys,14687,Piscataquis Community,Greenville,D,North,North-D,South-S,9,12,8-10-0 (0.444),18,18,15.111111,44.3827133333,win,Piscataquis Community,Greenville,32.0,3.555555,X,,,Greenville,Piscataquis Community,27.0,45.0,2026-02-08T20:16:07Z
2026-01-08,Boys,14689,Temple Academy,Greenville,S,South,South-S,South-S,10,6,5-13-0 (0.278),18,18,8.888888,15.7806811111,win,Temple Academy,Greenville,32.0,3.555555,X,,,Greenville,Temple Academy,20.0,36.0,2026-02-08T20:16:07Z
2026-01-16,Boys,14691,Vinalhaven,Greenville,S,South,South-S,South-S,11,5,5-11-0 (0.313),16,16,10.0,18.366010625,win,Vinalhaven,Greenville,32.0,3.555555,X,,,Greenville,Vinalhaven,54.0,58.0,2026-02-08T20:16:07Z
2026-01-17,Boys,14693,Rangeley Lakes Regional,Greenville,S,South,South-S,South-S,13,7,3-14-0 (0.176),17,17,5.647058,9.4117635294,win,Rangeley Lakes Regional,Greenville,32.0,3.555555,X,,,Greenville,Rangeley Lakes Regional,36.0,56.0,2026-02-08T20:16:07Z
2026-01-23,Boys,14695,Temple Academy,Greenville,S,South,South-S,South-S,15,6,5-13-0 (0.278),18,18,8.888888,15.7806811111,win,Temple Academy,Greenville,32.0,3.555555,X,,,Temple Academy,Greenville,41.0,21.0,2026-02-08T20:16:07Z
2026-01-31,Boys,14697,Rangeley Lakes Regional,Greenville,S,South,South-S,South-S,16,7,3-14-0 (0.176),17,17,5.647058,9.4117635294,win,Rangeley Lakes Regional,Greenville,32.0,3.555555,X,,,Rangeley Lakes Regional,Greenville,79.0,36.0,2026-02-08T20:16:07Z
2025-12-22,Girls,14707,Greenville,Wiscasset HS,S,South,South-S,South-D,5,7,4-14-0 (0.222),18,18,7.222222,6.7755977777,win,Greenville,Wiscasset HS,34.0,3.666666,X,,,Greenville,Wiscasset HS,44.0,18.0,2026-02-08T20:16:07Z
2025-12-30,Girls,14709,Forest Hills Consolidated,Greenville,S,South,South-S,South-S,9,2,14-4-0 (0.778),18,18,25.0,93.5348555555,win,Forest Hills Consolidated,Greenville,32.0,7.222222,X,,,Forest Hills Consolidated,Greenville,69.0,22.0,2026-02-08T20:16:07Z
2026-01-28,Girls,14711,Penquis Valley HS,Greenville,D,North,North-D,South-S,15,11,5-13-0 (0.278),18,18,9.222222,26.2962955555,win,Penquis Valley HS,Greenville,32.0,7.222222,X,,,Greenville,Penquis Valley HS,29.0,38.0,2026-02-08T20:16:07Z
2026-01-08,Girls,14713,Temple Academy,Greenville,S,South,South-S,South-S,10,4,11-7-0 (0.611),18,18,19.777777,42.6552261111,win,Temple Academy,Greenville,32.0,7.222222,X,,,Greenville,Temple Academy,22.0,30.0,2026-02-08T20:16:07Z
2026-01-10,Girls,14717,Greenville,Islesboro Central,S,South,South-S,South-S,9,7,4-14-0 (0.222),18,18,7.222222,6.7755977777,win,Greenville,Islesboro Central,32.0,1.0,X,,,Greenville,Islesboro Central,30.0,6.0,2026-02-08T20:16:07Z
2026-01-10,Boys,14719,Islesboro Central,Greenville,S,South,South-S,South-S,10,4,8-8-0 (0.500),16,16,16.0,35.11437625,win,Islesboro Central,Greenville,32.0,3.555555,X,,,Greenville,Islesboro Central,11.0,48.0,2026-02-08T20:16:07Z
2026-01-12,Girls,14721,Forest Hills Consolidated,Greenville,S,South,South-S,South-S,12,2,14-4-0 (0.778),18,18,25.0,93.5348555555,win,Forest Hills Consolidated,Greenville,32.0,7.222222,X,,,Greenville,Forest Hills Consolidated,23.0,40.0,2026-02-08T20:16:07Z
2026-01-16,Girls,14723,Vinalhaven,Greenville,S,South,South-S,South-S,12,3,15-3-0 (0.833),18,18,27.0,74.7158638888,win,Vinalhaven,Greenville,32.0,7.222222,X,,,Greenville,Vinalhaven,26.0,38.0,2026-02-08T20:16:07Z
2026-01-17,Girls,14725,Greenville,Rangeley Lakes Regional,S,South,South-S,South-S,13,7,4-14-0 (0.222),18,18,7.222222,6.7755977777,win,Greenville,Rangeley Lakes Regional,32.0,3.764705,X,,,Greenville,Rangeley Lakes Regional,36.0,20.0,2026-02-08T20:16:07Z
2026-01-23,Girls,14727,Temple Academy,Greenville,S,South,South-S,South-S,14,4,11-7-0 (0.611),18,18,19.777777,42.6552261111,win,Temple Academy,Greenville,32.0,7.222222,X,,,Temple Academy,Greenville,28.0,16.0,2026-02-08T20:16:07Z
