Date,Gender,GameID,Team1,Team2,SchoolClass,SchoolRegion,SchoolDivision,OppDiv,GameNum,Rank,RecordText,GamesPlayed,GamesScheduled,PI,TI,Result,Winner,Loser,WinPoints,OppPreliminaryIndex,WinFlag,LossFlag,TieFlag,HomeTeam,AwayTeam,HomeScore,AwayScore,ScrapedAt
12/9/2025,Girls,16038,Deering,Bonny Eagle,A,South,South-A,South-A,2,12,3-13-0 (0.188),16,18,6.666666,7.962962222,win,Deering,Bonny Eagle,40,6.666666,X,,,Deering,Bonny Eagle,39,37,2026-02-02T11:38:32Z
12/19/2025,Girls,16040,Deering,Falmouth,A,South,South-A,South-A,5,12,3-13-0 (0.188),16,18,6.666666,7.962962222,win,Deering,Falmouth,40,1,X,,,Deering,Falmouth,53,29,2026-02-02T11:38:32Z
12/23/2025,Girls,16042,Gorham,Deering,A,South,South-A,South-A,6,8,9-7-0 (0.563),16,18,20,48.70370111,win,Gorham,Deering,40,6.666666,X,,,Deering,Gorham,39,56,2026-02-02T11:38:32Z
1/17/2026,Girls,16044,Massabesic,Deering,A,South,South-A,South-A,12,11,4-12-0 (0.250),16,18,8.888888,10.43209778,win,Massabesic,Deering,40,6.666666,X,,,Massabesic,Deering,51,48,2026-02-02T11:38:32Z
2/3/2026,Girls,16046,Windham,Deering,A,South,South-A,South-A,17,5,10-6-0 (0.625),16,18,22.111111,78.33333111,normal,,,,,,,,Windham,Deering,,,2026-02-02T11:38:32Z
2/5/2026,Girls,16048,Deering,Portland,A,South,South-A,South-A,18,12,3-13-0 (0.188),16,18,6.666666,7.962962222,normal,,,,,,,,Deering,Portland,,,2026-02-02T11:38:32Z
12/11/2025,Girls,16215,Temple Academy,Pine Tree Academy,S,South,South-S,South-S,4,4,10-7-0 (0.588),17,18,18,41.51506667,win,Temple Academy,Pine Tree Academy,32,15.411764,X,,,Temple Academy,Pine Tree Academy,41,29,2026-02-02T11:38:32Z
12/18/2025,Girls,16218,Pine Tree Academy,North Haven Community,S,South,South-S,South-S,7,5,8-8-0 (0.500),16,17,15.411764,29.02056647,win,Pine Tree Academy,North Haven Community,32,16.25,X,,,Pine Tree Academy,North Haven Community,46,39,2026-02-02T11:38:32Z
1/6/2026,Girls,16238,Pine Tree Academy,Rangeley Lakes Regional,S,South,South-S,South-S,8,5,8-8-0 (0.500),16,17,15.411764,29.02056647,win,Pine Tree Academy,Rangeley Lakes Regional,32,3.764705,X,,,Rangeley Lakes Regional,Pine Tree Academy,25,33,2026-02-02T11:38:32Z
1/10/2026,Girls,16240,Pine Tree Academy,Richmond HS,S,South,South-S,South-D,10,5,8-8-0 (0.500),16,17,15.411764,29.02056647,win,Pine Tree Academy,Richmond HS,34,3.777777,X,,,Pine Tree Academy,Richmond HS,39,25,2026-02-02T11:38:32Z
1/12/2026,Girls,16242,Temple Academy,Pine Tree Academy,S,South,South-S,South-S,12,4,10-7-0 (0.588),17,18,18,41.51506667,win,Temple Academy,Pine Tree Academy,32,15.411764,X,,,Pine Tree Academy,Temple Academy,21,26,2026-02-02T11:38:32Z
1/13/2026,Girls,16244,Pine Tree Academy,Rangeley Lakes Regional,S,South,South-S,South-S,12,5,8-8-0 (0.500),16,17,15.411764,29.02056647,win,Pine Tree Academy,Rangeley Lakes Regional,32,3.764705,X,,,Pine Tree Academy,Rangeley Lakes Regional,25,22,2026-02-02T11:38:32Z
1/31/2026,Girls,16246,Carrabec,Pine Tree Academy,D,South,South-D,South-S,17,3,14-3-0 (0.824),17,18,25.888888,80.65359056,win,Carrabec,Pine Tree Academy,32,15.411764,X,,,Pine Tree Academy,Carrabec,34,51,2026-02-02T11:38:32Z
12/8/2025,Girls,16251,Mattanawcook Academy,Calais,C,North,North-C,North-C,2,1,17-0-0 (1.000),17,18,33.888888,147.6543172,win,Mattanawcook Academy,Calais,36,13.444444,X,,,Calais,Mattanawcook Academy,30,62,2026-02-02T11:38:32Z
12/20/2025,Girls,16255,Calais,Sumner Memorial,C,North,North-C,North-C,5,6,7-9-0 (0.438),16,18,13.444444,45.43209778,win,Calais,Sumner Memorial,36,13.444444,X,,,Calais,Sumner Memorial,50,49,2026-02-02T11:38:32Z
1/2/2026,Girls,16259,George Stevens Academy,Calais,C,North,North-C,North-C,8,2,15-2-0 (0.882),17,18,29.333333,110.6172806,win,George Stevens Academy,Calais,36,13.444444,X,,,Calais,George Stevens Academy,26,37,2026-02-02T11:38:32Z
1/5/2026,Girls,16263,Machias Memorial,Calais,D,North,North-D,North-C,9,2,15-2-0 (0.882),17,18,28.111111,108.8271572,win,Machias Memorial,Calais,36,13.444444,X,,,Calais,Machias Memorial,31,57,2026-02-02T11:38:32Z
1/23/2026,Girls,16269,Calais,Houlton HS,C,North,North-C,North-C,14,6,7-9-0 (0.438),16,18,13.444444,45.43209778,win,Calais,Houlton HS,36,7.888888,X,,,Calais,Houlton HS,35,26,2026-02-02T11:38:32Z
1/30/2026,Girls,16273,Penobscot Valley,Calais,D,North,North-D,North-C,16,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Calais,36,13.444444,X,,,Calais,Penobscot Valley,20,69,2026-02-02T11:38:32Z
2/2/2026,Girls,16277,Calais,Washington Academy,C,North,North-C,North-C,17,6,7-9-0 (0.438),16,18,13.444444,45.43209778,normal,,,,,,,,Calais,Washington Academy,,,2026-02-02T11:38:32Z
2/4/2026,Girls,16282,Calais,Woodland Sr.,C,North,North-C,North-D,18,6,7-9-0 (0.438),16,18,13.444444,45.43209778,normal,,,,,,,,Calais,Woodland Sr.,,,2026-02-02T11:38:32Z
12/4/2025,Girls,16289,Oceanside,Morse,B,South,South-B,South-B,1,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Morse,38,10.111111,X,,,Oceanside,Morse,71,26,2026-02-02T11:38:32Z
12/9/2025,Girls,16292,Lincoln Academy,Morse,B,South,South-B,South-B,2,13,5-11-0 (0.313),16,18,10.444444,29.44444389,win,Lincoln Academy,Morse,38,10.111111,X,,,Morse,Lincoln Academy,35,48,2026-02-02T11:38:32Z
12/11/2025,Girls,16294,Medomak Valley,Morse,B,South,South-B,South-B,3,12,6-10-0 (0.375),16,18,12.555555,39.93827056,win,Medomak Valley,Morse,38,10.111111,X,,,Medomak Valley,Morse,34,25,2026-02-02T11:38:32Z
12/15/2025,Girls,16296,Morse,Mountain Valley,B,South,South-B,South-C,4,10,5-11-0 (0.313),16,18,10.111111,40.61728278,win,Morse,Mountain Valley,36,9.777777,X,,,Morse,Mountain Valley,55,11,2026-02-02T11:38:32Z
1/28/2026,Girls,16298,Morse,Winslow,B,South,South-B,South-C,15,10,5-11-0 (0.313),16,18,10.111111,40.61728278,win,Morse,Winslow,36,20.333333,X,,,Morse,Winslow,44,42,2026-02-02T11:38:32Z
12/27/2025,Girls,16300,Erskine Academy,Morse,B,North,North-B,South-B,6,8,13-3-0 (0.813),16,18,26.888888,76.72839333,win,Erskine Academy,Morse,38,10.111111,X,,,Morse,Erskine Academy,43,57,2026-02-02T11:38:32Z
1/2/2026,Girls,16303,Greely,Morse,B,South,South-B,South-B,8,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,Morse,38,10.111111,X,,,Morse,Greely,35,59,2026-02-02T11:38:32Z
1/9/2026,Girls,16306,Lawrence,Morse,B,North,North-B,South-B,9,6,11-5-0 (0.688),16,18,23.555555,88.148145,win,Lawrence,Morse,38,10.111111,X,,,Morse,Lawrence,22,48,2026-02-02T11:38:32Z
1/15/2026,Girls,16328,Lincoln Academy,Morse,B,South,South-B,South-B,11,13,5-11-0 (0.313),16,18,10.444444,29.44444389,win,Lincoln Academy,Morse,38,10.111111,X,,,Lincoln Academy,Morse,51,29,2026-02-02T11:38:32Z
1/23/2026,Girls,16346,Oceanside,Morse,B,South,South-B,South-B,16,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Morse,38,10.111111,X,,,Morse,Oceanside,33,72,2026-02-02T11:38:32Z
1/30/2026,Girls,16358,Leavitt Area,Morse,B,South,South-B,South-B,16,9,7-9-0 (0.438),16,18,14.777777,45.925925,win,Leavitt Area,Morse,38,10.111111,X,,,Morse,Leavitt Area,28,40,2026-02-02T11:38:32Z
2/3/2026,Girls,16360,Maine Central Institute,Morse,C,North,North-C,South-B,17,14,3-13-0 (0.188),16,18,6.222222,9.876542778,normal,,,,,,,,Maine Central Institute,Morse,,,2026-02-02T11:38:32Z
2/5/2026,Girls,16384,Waterville,Morse,B,North,North-B,South-B,18,13,2-14-0 (0.125),16,18,4,6.604937778,normal,,,,,,,,Waterville,Morse,,,2026-02-02T11:38:32Z
12/9/2025,Boys,16415,Boothbay Region,North Yarmouth Academy,D,South,South-D,South-D,2,11,4-13-0 (0.235),17,18,7.666666,13.51851722,win,Boothbay Region,North Yarmouth Academy,34,7.444444,X,,,North Yarmouth Academy,Boothbay Region,29,55,2026-02-02T11:38:32Z
1/6/2026,Girls,16483,North Yarmouth Academy,Boothbay Region,D,South,South-D,South-D,9,8,5-12-0 (0.294),17,18,9.777777,18.45678833,win,North Yarmouth Academy,Boothbay Region,34,9.777777,X,,,North Yarmouth Academy,Boothbay Region,33,27,2026-02-02T11:38:32Z
1/23/2026,Girls,16485,North Yarmouth Academy,Lisbon,D,South,South-D,South-C,13,8,5-12-0 (0.294),17,18,9.777777,18.45678833,win,North Yarmouth Academy,Lisbon,36,4.111111,X,,,North Yarmouth Academy,Lisbon,46,44,2026-02-02T11:38:32Z
12/9/2025,Boys,16496,Foxcroft Academy,Dexter Regional,C,North,North-C,North-C,2,4,13-4-0 (0.765),17,18,26.111111,87.90123222,win,Foxcroft Academy,Dexter Regional,36,11.777777,X,,,Dexter Regional,Foxcroft Academy,44,61,2026-02-02T11:38:32Z
12/6/2025,Boys,16500,Mattanawcook Academy,Dexter Regional,C,North,North-C,North-C,1,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Dexter Regional,36,11.777777,X,,,Mattanawcook Academy,Dexter Regional,67,35,2026-02-02T11:38:32Z
12/11/2025,Boys,16508,Dexter Regional,Central,C,North,North-C,North-C,3,10,6-10-0 (0.375),16,18,11.777777,24.56789944,win,Dexter Regional,Central,36,7.777777,X,,,Dexter Regional,Central,58,38,2026-02-02T11:38:32Z
12/13/2025,Boys,16514,Orono,Dexter Regional,C,North,North-C,North-C,3,7,10-6-0 (0.625),16,18,20.111111,48.51851667,win,Orono,Dexter Regional,36,11.777777,X,,,Orono,Dexter Regional,65,51,2026-02-02T11:38:32Z
12/18/2025,Boys,16534,Orono,Dexter Regional,C,North,North-C,North-C,5,7,10-6-0 (0.625),16,18,20.111111,48.51851667,win,Orono,Dexter Regional,36,11.777777,X,,,Dexter Regional,Orono,34,59,2026-02-02T11:38:32Z
12/20/2025,Boys,16544,Mattanawcook Academy,Dexter Regional,C,North,North-C,North-C,6,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Dexter Regional,36,11.777777,X,,,Dexter Regional,Mattanawcook Academy,30,88,2026-02-02T11:38:32Z
12/23/2025,Boys,16550,Piscataquis Community,Dexter Regional,D,North,North-D,North-C,6,12,7-9-0 (0.438),16,18,13.222222,36.97530611,win,Piscataquis Community,Dexter Regional,36,11.777777,X,,,Piscataquis Community,Dexter Regional,58,52,2026-02-02T11:38:32Z
12/30/2025,Boys,16558,Dexter Regional,Penquis Valley HS,C,North,North-C,North-D,8,10,6-10-0 (0.375),16,18,11.777777,24.56789944,win,Dexter Regional,Penquis Valley HS,34,3.777777,X,,,Penquis Valley HS,Dexter Regional,52,59,2026-02-02T11:38:32Z
1/3/2026,Boys,16562,Dexter Regional,Bucksport,C,North,North-C,North-C,9,10,6-10-0 (0.375),16,18,11.777777,24.56789944,win,Dexter Regional,Bucksport,36,10,X,,,Dexter Regional,Bucksport,48,29,2026-02-02T11:38:32Z
1/6/2026,Boys,16578,Dexter Regional,George Stevens Academy,C,North,North-C,North-C,10,10,6-10-0 (0.375),16,18,11.777777,24.56789944,win,Dexter Regional,George Stevens Academy,36,9.444444,X,,,Dexter Regional,George Stevens Academy,66,56,2026-02-02T11:38:32Z
1/8/2026,Boys,16594,Foxcroft Academy,Dexter Regional,C,North,North-C,North-C,9,4,13-4-0 (0.765),17,18,26.111111,87.90123222,win,Foxcroft Academy,Dexter Regional,36,11.777777,X,,,Foxcroft Academy,Dexter Regional,83,38,2026-02-02T11:38:32Z
1/15/2026,Boys,16596,Penobscot Valley,Dexter Regional,D,North,North-D,North-C,11,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Dexter Regional,36,11.777777,X,,,Dexter Regional,Penobscot Valley,30,47,2026-02-02T11:38:32Z
1/20/2026,Boys,16602,Dexter Regional,George Stevens Academy,C,North,North-C,North-C,13,10,6-10-0 (0.375),16,18,11.777777,24.56789944,win,Dexter Regional,George Stevens Academy,36,9.444444,X,,,George Stevens Academy,Dexter Regional,44,66,2026-02-02T11:38:32Z
1/24/2026,Boys,16608,Bucksport,Dexter Regional,C,North,North-C,North-C,15,9,5-12-0 (0.294),17,18,10,24.93827,win,Bucksport,Dexter Regional,36,11.777777,X,,,Bucksport,Dexter Regional,47,37,2026-02-02T11:38:32Z
1/27/2026,Boys,16610,Dexter Regional,Penquis Valley HS,C,North,North-C,North-D,15,10,6-10-0 (0.375),16,18,11.777777,24.56789944,win,Dexter Regional,Penquis Valley HS,34,3.777777,X,,,Dexter Regional,Penquis Valley HS,39,33,2026-02-02T11:38:32Z
1/31/2026,Boys,16616,Penobscot Valley,Dexter Regional,D,North,North-D,North-C,17,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Dexter Regional,36,11.777777,X,,,Penobscot Valley,Dexter Regional,48,39,2026-02-02T11:38:32Z
2/5/2026,Boys,16623,Dexter Regional,Piscataquis Community,C,North,North-C,North-D,18,10,6-10-0 (0.375),16,18,11.777777,24.56789944,normal,,,,,,,,Dexter Regional,Piscataquis Community,,,2026-02-02T11:38:32Z
12/5/2025,Girls,16631,Mattanawcook Academy,Dexter Regional,C,North,North-C,North-C,1,1,17-0-0 (1.000),17,18,33.888888,147.6543172,win,Mattanawcook Academy,Dexter Regional,36,19.555555,X,,,Mattanawcook Academy,Dexter Regional,41,24,2026-02-02T11:38:32Z
1/5/2026,Girls,16633,Penobscot Valley,Dexter Regional,D,North,North-D,North-C,7,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Dexter Regional,36,19.555555,X,,,Dexter Regional,Penobscot Valley,36,63,2026-02-02T11:38:32Z
12/13/2025,Girls,16641,Dexter Regional,Orono,C,North,North-C,North-C,2,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Orono,36,14,X,,,Orono,Dexter Regional,27,65,2026-02-02T11:38:32Z
1/31/2026,Boys,16645,Pine Tree Academy,Carrabec,S,South,South-S,South-D,15,2,12-3-0 (0.800),15,16,24.5,74.14215375,win,Pine Tree Academy,Carrabec,34,18.333333,X,,,Pine Tree Academy,Carrabec,49,47,2026-02-02T11:38:32Z
2/5/2026,Boys,16647,South Portland,Cheverus,A,South,South-A,South-A,18,3,13-3-0 (0.813),16,18,28.777777,121.5432078,normal,,,,,,,,South Portland,Cheverus,,,2026-02-02T11:38:32Z
12/9/2025,Boys,16649,Lawrence,Oceanside,B,North,North-B,South-B,1,11,3-13-0 (0.188),16,18,6.333333,19.75308556,win,Lawrence,Oceanside,38,16.777777,X,,,Oceanside,Lawrence,52,54,2026-02-02T11:38:32Z
1/17/2026,Boys,16662,Cony HS,Oceanside,B,North,North-B,South-B,12,2,15-2-0 (0.882),17,18,31.888888,148.2716011,win,Cony HS,Oceanside,38,16.777777,X,,,Oceanside,Cony HS,71,75,2026-02-02T11:38:32Z
2/3/2026,Boys,16670,Oceanside,Winslow,B,South,South-B,South-C,18,7,8-9-0 (0.471),17,18,16.777777,49.62962778,normal,,,,,,,,Oceanside,Winslow,,,2026-02-02T11:38:32Z
1/6/2026,Boys,16675,Oceanside,Nokomis,B,South,South-B,North-B,9,7,8-9-0 (0.471),17,18,16.777777,49.62962778,win,Oceanside,Nokomis,38,8.555555,X,,,Oceanside,Nokomis,66,46,2026-02-02T11:38:32Z
12/16/2025,Girls,16690,Oceanside,Lincoln Academy,B,South,South-B,South-B,5,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Lincoln Academy,38,10.444444,X,,,Lincoln Academy,Oceanside,30,59,2026-02-02T11:38:32Z
12/22/2025,Girls,16694,Oceanside,Medomak Valley,B,South,South-B,South-B,6,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Medomak Valley,38,12.555555,X,,,Medomak Valley,Oceanside,27,53,2026-02-02T11:38:32Z
1/15/2026,Girls,16704,Oceanside,Mount View,B,South,South-B,South-C,13,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Mount View,36,16.222222,X,,,Oceanside,Mount View,72,51,2026-02-02T11:38:32Z
12/18/2025,Boys,16733,Mattanawcook Academy,Houlton HS,C,North,North-C,North-C,5,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Houlton HS,36,1,X,,,Mattanawcook Academy,Houlton HS,105,31,2026-02-02T11:38:32Z
12/16/2025,Girls,16735,Foxcroft Academy,Dexter Regional,C,North,North-C,North-C,4,3,14-3-0 (0.824),17,18,28.222222,90.49382389,win,Foxcroft Academy,Dexter Regional,36,19.555555,X,,,Foxcroft Academy,Dexter Regional,47,39,2026-02-02T11:38:32Z
12/23/2025,Girls,16738,Dexter Regional,Stearns Sr.,C,North,North-C,North-D,5,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Stearns Sr.,34,13.555555,X,,,Dexter Regional,Stearns Sr.,61,26,2026-02-02T11:38:32Z
12/23/2025,Boys,16740,Caribou,Mattanawcook Academy,C,North,North-C,North-C,6,1,14-3-0 (0.824),17,18,28.333333,137.4691333,win,Caribou,Mattanawcook Academy,36,27.777777,X,,,Mattanawcook Academy,Caribou,76,78,2026-02-02T11:38:32Z
12/27/2025,Girls,16741,George Stevens Academy,Dexter Regional,C,North,North-C,North-C,6,2,15-2-0 (0.882),17,18,29.333333,110.6172806,win,George Stevens Academy,Dexter Regional,36,19.555555,X,,,George Stevens Academy,Dexter Regional,29,25,2026-02-02T11:38:32Z
12/30/2025,Girls,16743,Dexter Regional,Penquis Valley HS,C,North,North-C,North-D,7,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Penquis Valley HS,34,9.222222,X,,,Penquis Valley HS,Dexter Regional,27,43,2026-02-02T11:38:32Z
12/27/2025,Boys,16746,Mattanawcook Academy,George Stevens Academy,C,North,North-C,North-C,8,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,George Stevens Academy,36,9.444444,X,,,George Stevens Academy,Mattanawcook Academy,58,72,2026-02-02T11:38:32Z
1/2/2026,Girls,16747,Dexter Regional,Bucksport,C,North,North-C,North-C,8,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Bucksport,36,10.222222,X,,,Bucksport,Dexter Regional,16,62,2026-02-02T11:38:32Z
1/2/2026,Boys,16750,Fort Kent Community,Mattanawcook Academy,C,North,North-C,North-C,7,2,11-5-0 (0.688),16,18,21.666666,112.0987633,win,Fort Kent Community,Mattanawcook Academy,36,27.777777,X,,,Fort Kent Community,Mattanawcook Academy,70,69,2026-02-02T11:38:32Z
1/9/2026,Girls,16752,Dexter Regional,Orono,C,North,North-C,North-C,10,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Orono,36,14,X,,,Dexter Regional,Orono,59,35,2026-02-02T11:38:32Z
1/3/2026,Boys,16754,Caribou,Mattanawcook Academy,C,North,North-C,North-C,9,1,14-3-0 (0.824),17,18,28.333333,137.4691333,win,Caribou,Mattanawcook Academy,36,27.777777,X,,,Caribou,Mattanawcook Academy,70,51,2026-02-02T11:38:32Z
1/14/2026,Girls,16756,Dexter Regional,Bucksport,C,North,North-C,North-C,11,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Bucksport,36,10.222222,X,,,Dexter Regional,Bucksport,36,26,2026-02-02T11:38:32Z
12/16/2025,Boys,16758,Mattanawcook Academy,Orono,C,North,North-C,North-C,4,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Orono,36,20.111111,X,,,Mattanawcook Academy,Orono,55,53,2026-02-02T11:38:32Z
1/10/2026,Boys,16760,Mattanawcook Academy,Houlton HS,C,North,North-C,North-C,11,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Houlton HS,36,1,X,,,Houlton HS,Mattanawcook Academy,43,115,2026-02-02T11:38:32Z
1/13/2026,Boys,16762,Mattanawcook Academy,Calais,C,North,North-C,North-C,12,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Calais,36,11.777777,X,,,Mattanawcook Academy,Calais,80,51,2026-02-02T11:38:32Z
1/15/2026,Boys,16764,Mattanawcook Academy,Orono,C,North,North-C,North-C,13,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Orono,36,20.111111,X,,,Orono,Mattanawcook Academy,44,55,2026-02-02T11:38:32Z
1/16/2026,Girls,16765,Dexter Regional,Central,C,North,North-C,North-C,12,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Central,36,9.777777,X,,,Dexter Regional,Central,47,23,2026-02-02T11:38:32Z
1/21/2026,Girls,16769,Penobscot Valley,Dexter Regional,D,North,North-D,North-C,13,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Dexter Regional,36,19.555555,X,,,Penobscot Valley,Dexter Regional,55,22,2026-02-02T11:38:32Z
1/24/2026,Boys,16770,Mattanawcook Academy,George Stevens Academy,C,North,North-C,North-C,15,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,George Stevens Academy,36,9.444444,X,,,Mattanawcook Academy,George Stevens Academy,83,43,2026-02-02T11:38:32Z
12/6/2025,Boys,16771,Orono,Bucksport,C,North,North-C,North-C,1,7,10-6-0 (0.625),16,18,20.111111,48.51851667,win,Orono,Bucksport,36,10,X,,,Orono,Bucksport,45,34,2026-02-02T11:38:32Z
12/22/2025,Boys,16774,Washington Academy,Orono,C,North,North-C,North-C,7,5,11-7-0 (0.611),18,18,22,68.580245,win,Washington Academy,Orono,36,20.111111,X,,,Orono,Washington Academy,44,48,2026-02-02T11:38:32Z
1/31/2026,Boys,16780,Mattanawcook Academy,Fort Kent Community,C,North,North-C,North-C,17,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Fort Kent Community,36,21.666666,X,,,Mattanawcook Academy,Fort Kent Community,65,63,2026-02-02T11:38:32Z
2/2/2026,Boys,16783,Mattanawcook Academy,Sumner Memorial,C,North,North-C,North-C,18,3,14-3-0 (0.824),17,18,27.777777,104.4444411,normal,,,,,,,,Mattanawcook Academy,Sumner Memorial,,,2026-02-02T11:38:32Z
1/10/2026,Boys,16785,Foxcroft Academy,Orono,C,North,North-C,North-C,10,4,13-4-0 (0.765),17,18,26.111111,87.90123222,win,Foxcroft Academy,Orono,36,20.111111,X,,,Orono,Foxcroft Academy,34,56,2026-02-02T11:38:32Z
1/19/2026,Boys,16788,Caribou,Orono,C,North,North-C,North-C,14,1,14-3-0 (0.824),17,18,28.333333,137.4691333,win,Caribou,Orono,36,20.111111,X,,,Orono,Caribou,47,57,2026-02-02T11:38:32Z
1/23/2026,Girls,16791,Dexter Regional,Stearns Sr.,C,North,North-C,North-D,14,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Stearns Sr.,34,13.555555,X,,,Stearns Sr.,Dexter Regional,38,48,2026-02-02T11:38:32Z
1/27/2026,Boys,16793,Orono,Houlton HS,C,North,North-C,North-C,15,7,10-6-0 (0.625),16,18,20.111111,48.51851667,win,Orono,Houlton HS,36,1,X,,,Orono,Houlton HS,78,31,2026-02-02T11:38:32Z
1/27/2026,Girls,16795,Dexter Regional,Penquis Valley HS,C,North,North-C,North-D,15,4,10-6-0 (0.625),16,18,19.555555,63.08641778,win,Dexter Regional,Penquis Valley HS,34,9.222222,X,,,Dexter Regional,Penquis Valley HS,65,2,2026-02-02T11:38:32Z
1/23/2026,Boys,16797,Orono,Central,C,North,North-C,North-C,14,7,10-6-0 (0.625),16,18,20.111111,48.51851667,win,Orono,Central,36,7.777777,X,,,Orono,Central,44,28,2026-02-02T11:38:32Z
2/4/2026,Boys,16801,Old Town,Orono,B,North,North-B,North-C,18,13,2-15-0 (0.118),17,18,4.222222,9.382715556,normal,,,,,,,,Old Town,Orono,,,2026-02-02T11:38:32Z
12/6/2025,Girls,16808,Orono,Bucksport,C,North,North-C,North-C,1,8,7-10-0 (0.412),17,18,14,35.49382556,win,Orono,Bucksport,36,10.222222,X,,,Orono,Bucksport,52,29,2026-02-02T11:38:32Z
1/29/2026,Girls,16809,Mattanawcook Academy,Dexter Regional,C,North,North-C,North-C,16,1,17-0-0 (1.000),17,18,33.888888,147.6543172,win,Mattanawcook Academy,Dexter Regional,36,19.555555,X,,,Dexter Regional,Mattanawcook Academy,32,43,2026-02-02T11:38:32Z
2/2/2026,Girls,16815,George Stevens Academy,Dexter Regional,C,North,North-C,North-C,18,2,15-2-0 (0.882),17,18,29.333333,110.6172806,normal,,,,,,,,George Stevens Academy,Dexter Regional,,,2026-02-02T11:38:32Z
2/4/2026,Girls,16819,Foxcroft Academy,Dexter Regional,C,North,North-C,North-C,18,3,14-3-0 (0.824),17,18,28.222222,90.49382389,normal,,,,,,,,Foxcroft Academy,Dexter Regional,,,2026-02-02T11:38:32Z
12/22/2025,Girls,16826,Orono,Washington Academy,C,North,North-C,North-C,5,8,7-10-0 (0.412),17,18,14,35.49382556,win,Orono,Washington Academy,36,8,X,,,Orono,Washington Academy,36,24,2026-02-02T11:38:32Z
12/30/2025,Girls,16829,Mattanawcook Academy,George Stevens Academy,C,North,North-C,North-C,7,1,17-0-0 (1.000),17,18,33.888888,147.6543172,win,Mattanawcook Academy,George Stevens Academy,36,29.333333,X,,,George Stevens Academy,Mattanawcook Academy,39,75,2026-02-02T11:38:32Z
1/16/2026,Girls,16835,Foxcroft Academy,Orono,C,North,North-C,North-C,12,3,14-3-0 (0.824),17,18,28.222222,90.49382389,win,Foxcroft Academy,Orono,36,14,X,,,Orono,Foxcroft Academy,35,53,2026-02-02T11:38:32Z
12/12/2025,Girls,16837,Mattanawcook Academy,Sumner Memorial,C,North,North-C,North-C,3,1,17-0-0 (1.000),17,18,33.888888,147.6543172,win,Mattanawcook Academy,Sumner Memorial,36,13.444444,X,,,Mattanawcook Academy,Sumner Memorial,77,32,2026-02-02T11:38:32Z
1/19/2026,Girls,16841,Caribou,Orono,C,North,North-C,North-C,13,5,9-8-0 (0.529),17,18,18,55.18518333,win,Caribou,Orono,36,14,X,,,Orono,Caribou,43,64,2026-02-02T11:38:32Z
1/27/2026,Girls,16847,Orono,Houlton HS,C,North,North-C,North-C,15,8,7-10-0 (0.412),17,18,14,35.49382556,win,Orono,Houlton HS,36,7.888888,X,,,Orono,Houlton HS,59,22,2026-02-02T11:38:32Z
1/30/2026,Girls,16851,Orono,Central,C,North,North-C,North-C,17,8,7-10-0 (0.412),17,18,14,35.49382556,win,Orono,Central,36,9.777777,X,,,Orono,Central,44,20,2026-02-02T11:38:32Z
2/3/2026,Girls,16857,Old Town,Orono,B,North,North-B,North-C,18,2,13-4-0 (0.765),17,18,27.333333,135.0617267,normal,,,,,,,,Old Town,Orono,,,2026-02-02T11:38:32Z
